1.000000000000000000e+02;1.136432523293837171e+01
2.000000000000000000e+02;8.910330058982093959e+00
3.000000000000000000e+02;4.681789897037233139e+00
4.000000000000000000e+02;1.111763394972149399e+01
5.000000000000000000e+02;6.133639947046142460e+00
6.000000000000000000e+02;3.492706205795148566e+00
7.000000000000000000e+02;5.771183071086897876e+00
8.000000000000000000e+02;4.643005143223501108e+00
9.000000000000000000e+02;2.067147793458405047e+00
1.000000000000000000e+03;2.465290928065072773e+00
1.100000000000000000e+03;2.052366400036788718e+00
1.200000000000000000e+03;2.658411337622520243e+00
1.300000000000000000e+03;1.770762547604837200e+00
1.400000000000000000e+03;2.455299574390045869e+00
1.500000000000000000e+03;1.507680337472095289e+00
1.600000000000000000e+03;1.666463320928477598e+00
1.700000000000000000e+03;9.561255147730335580e+00
1.800000000000000000e+03;9.169929116410880710e+00
1.900000000000000000e+03;5.952680068674955471e+00
2.000000000000000000e+03;4.770744176750626453e-01
2.100000000000000000e+03;4.869291529575940913e-01
2.200000000000000000e+03;1.230081298126263878e+00
2.300000000000000000e+03;6.048966853934626409e-01
2.400000000000000000e+03;6.118823416311319763e-01
2.500000000000000000e+03;2.551470164434614385e-01
2.600000000000000000e+03;2.179449471770336655e-01
2.700000000000000000e+03;1.399999999999999856e-01
2.800000000000000000e+03;1.399999999999999856e-01
2.900000000000000000e+03;1.705872210923198573e-01
3.000000000000000000e+03;9.949874371066200207e-02
3.100000000000000000e+03;1.705872210923198851e-01
3.200000000000000000e+03;3.278719262150980862e-01
3.300000000000000000e+03;9.748846085563097619e-01
3.400000000000000000e+03;1.154945886178218251e+00
3.500000000000000000e+03;4.694677837722189273e-01
3.600000000000000000e+03;3.693237062523860859e-01
3.700000000000000000e+03;6.931089380465315086e-01
3.800000000000000000e+03;2.598076211353316789e-01
3.900000000000000000e+03;3.809199390948163622e-01
4.000000000000000000e+03;9.949874371066204370e-02
4.100000000000000000e+03;1.203180634817565764e+00
4.200000000000000000e+03;1.989974874213240041e-01
4.300000000000000000e+03;5.063595560468825418e-01
4.400000000000000000e+03;4.440892098500626162e-16
4.500000000000000000e+03;1.400000000000000133e-01
4.600000000000000000e+03;5.969924622639677381e-01
4.700000000000000000e+03;4.440892098500626162e-16
4.800000000000000000e+03;9.949874371066204370e-02
4.900000000000000000e+03;9.949874371066202983e-02
5.000000000000000000e+03;2.215851980616034278e-01
5.100000000000000000e+03;4.440892098500626162e-16
5.200000000000000000e+03;4.440892098500626162e-16
5.300000000000000000e+03;4.440892098500626162e-16
5.400000000000000000e+03;4.440892098500626162e-16
5.500000000000000000e+03;1.399999999999999856e-01
5.600000000000000000e+03;1.705872210923198573e-01
5.700000000000000000e+03;1.705872210923198573e-01
5.800000000000000000e+03;4.440892098500626162e-16
5.900000000000000000e+03;1.989974874213239209e-01
6.000000000000000000e+03;1.400000000000000133e-01
6.100000000000000000e+03;4.440892098500626162e-16
6.200000000000000000e+03;4.440892098500626162e-16
6.300000000000000000e+03;2.984962311319838135e-01
6.400000000000000000e+03;9.949874371066200207e-02
6.500000000000000000e+03;9.949874371066200207e-02
6.600000000000000000e+03;9.949874371066200207e-02
6.700000000000000000e+03;2.215851980616033445e-01
6.800000000000000000e+03;4.092676385936222516e-01
6.900000000000000000e+03;4.199999999999963207e-01
7.000000000000000000e+03;3.136877428271618307e-01
7.100000000000000000e+03;9.949874371066200207e-02
7.200000000000000000e+03;4.440892098500626162e-16
7.300000000000000000e+03;9.949874371066200207e-02
7.400000000000000000e+03;4.440892098500626162e-16
7.500000000000000000e+03;1.227802915780864756e+00
7.600000000000000000e+03;1.399999999999999856e-01
7.700000000000000000e+03;4.440892098500626162e-16
7.800000000000000000e+03;4.440892098500626162e-16
7.900000000000000000e+03;4.440892098500626162e-16
8.000000000000000000e+03;9.949874371066200207e-02
8.100000000000000000e+03;2.416609194718913889e-01
8.200000000000000000e+03;4.440892098500626162e-16
8.300000000000000000e+03;4.974937185533064854e-01
8.400000000000000000e+03;4.440892098500626162e-16
8.500000000000000000e+03;9.949874371066200207e-02
8.600000000000000000e+03;4.440892098500626162e-16
8.700000000000000000e+03;4.440892098500626162e-16
8.800000000000000000e+03;4.440892098500626162e-16
8.900000000000000000e+03;4.974937185533097050e-01
9.000000000000000000e+03;9.949874371066200207e-02
9.100000000000000000e+03;9.949874371066202983e-02
9.200000000000000000e+03;2.188972361634563324e+00
9.300000000000000000e+03;4.440892098500626162e-16
9.400000000000000000e+03;1.299038105676656452e+00
9.500000000000000000e+03;1.959591794226542283e-01
9.600000000000000000e+03;6.945502141674112506e-01
9.700000000000000000e+03;1.705872210923199128e-01
9.800000000000000000e+03;5.418486873657593073e-01
9.900000000000000000e+03;2.215851980616033445e-01
1.000000000000000000e+04;2.215851980616034278e-01
